,Open,High,Low,Close,Volume,bid_volume,ask_volume
2025-02-20 10:45:00,9647.106273778536,9720.46910252046,9572.525446224628,9581.049460917551,20657.04748829243,13702.138737869134,6954.9087504232975
2025-02-20 11:00:00,9633.547087652027,9728.43069709373,9601.498878846729,9718.5547539171,24143.065728349953,11266.896443493015,12876.169284856938
2025-02-20 11:15:00,9563.293386289124,9653.740597249987,9483.782575471554,9526.270534148478,28345.977059586556,12068.696875834208,16277.280183752348
2025-02-20 11:30:00,9529.829308841256,9548.61317789857,9503.66303583991,9519.171787584353,19609.530104684727,8929.685367532727,10679.844737152
2025-02-20 11:45:00,9508.833247470733,9592.070078262554,9456.905622451275,9524.551979316288,27301.943883734435,12945.46383197955,14356.480051754885
2025-02-20 12:00:00,9560.044125652033,9627.3940281554,9539.584951200577,9533.020273190305,106736.45710994798,35161.594578761855,71574.86253118613
2025-02-20 12:15:00,9577.425160117877,9620.89197510825,9531.881963392616,9584.292459416252,59009.26152775269,29467.85242576699,29541.409101985704
2025-02-20 12:30:00,9493.955976922543,9545.281346730135,9463.748562602306,9521.268033990646,52530.78157598747,26145.91999048271,26384.86158550476
2025-02-20 12:45:00,9510.28956721154,9591.089004015907,9484.925298672253,9555.968117227554,13967.10881271674,7477.67623214571,6489.4325805710305
2025-02-20 13:00:00,9492.929376198454,9538.508246928777,9401.134171358633,9530.497522504122,9052.164431238623,4029.371959280987,5022.792471957637
2025-02-20 13:15:00,9461.748805425575,9497.06074921364,9446.60299566189,9453.620668172352,57256.735104157844,31218.836216037846,26037.89888812
2025-02-20 13:30:00,9491.632617282356,9538.449857214338,9416.902541289957,9484.673742636145,52894.084771494316,34449.20461678935,18444.880154704966
2025-02-20 13:45:00,9541.51112402471,9596.768858699257,9447.606914936865,9653.581351214398,96054.46715446586,65527.242895764844,30527.22425870102
2025-02-20 14:00:00,9586.894373217763,9605.021048168852,9584.986438992899,9632.426804035664,12040.357053516427,6422.866901307824,5617.490152208603
2025-02-20 14:15:00,9547.625613898641,9633.640911111204,9480.885093467385,9503.619478135739,17508.667878664288,5550.884710679962,11957.783167984326
2025-02-20 14:30:00,9533.819156460973,9598.094920938851,9509.707002293897,9538.58550181661,4274.899351028178,2939.824339592579,1335.0750114355992
2025-02-20 14:45:00,9550.563566617371,9611.044317115317,9546.696751218156,9534.559537363288,14876.363557432078,8663.173322946011,6213.190234486066
2025-02-20 15:00:00,9598.103651717463,9607.653402635828,9559.433892327237,9591.608891693364,59669.155679251846,25919.413603022484,33749.74207622936
2025-02-20 15:15:00,9576.067642072276,9633.923747067454,9486.510551969606,9517.19899809321,13814.92240708626,4957.665610293494,8857.256796792766
2025-02-20 15:30:00,9568.13583424203,9579.709514711009,9567.010134031969,9548.429146942604,41792.81840255798,14935.392727462402,26857.425675095583
2025-02-20 15:45:00,9516.164831278142,9523.653831768119,9460.220659814604,9602.360147971976,18205.825313120265,6683.317736108362,11522.507577011904
2025-02-20 16:00:00,9460.199950726177,9510.084615815913,9412.76684130516,9487.590838691223,30456.57045107171,9692.164221387236,20764.406229684475
2025-02-20 16:15:00,9499.579254446136,9537.842185478326,9416.611433555927,9381.254328284374,6990.508715456417,4619.759302022401,2370.749413434016
2025-02-20 16:30:00,9564.947760568886,9621.267155318194,9556.913040457006,9623.137243792884,23985.612481530246,12383.946654426438,11601.665827103809
2025-02-20 16:45:00,9562.460390089202,9570.992224568854,9497.289733433143,9614.558085852655,1106.3969560197804,641.6922722315271,464.7046837882533
2025-02-20 17:00:00,9611.39785405943,9652.821350913291,9546.029805098966,9594.131684045402,18271.61134740643,11533.83413815418,6737.77720925225
2025-02-20 17:15:00,9629.738132420303,9646.569635369413,9565.307478900113,9664.273432913125,4313.594198241778,2659.8329365082736,1653.7612617335044
2025-02-20 17:30:00,9599.639434729052,9694.397483837667,9509.178720946213,9558.389821957373,73570.14004949394,48044.40975332891,25525.730296165035
2025-02-20 17:45:00,9617.945736203406,9671.916859134011,9538.781624302066,9595.33126639746,47925.708569206196,32920.25783130121,15005.450737904983
2025-02-20 18:00:00,9692.871291959858,9759.503662104345,9688.802929627349,9765.497376954898,35125.090458583916,16706.485161781842,18418.605296802074
2025-02-20 18:15:00,9692.104293159087,9723.64417231185,9646.446451961618,9678.93611372908,100811.34996697817,68565.2455166289,32246.104450349274
2025-02-20 18:30:00,9768.896951057299,9778.151898014643,9730.021327083407,9677.570871398462,8527.772584890883,5025.55265242927,3502.219932461613
2025-02-20 18:45:00,9641.913740952958,9736.00636776564,9612.00961342542,9638.861919885048,126419.77521144111,41499.47525677098,84920.29995467013
2025-02-20 19:00:00,9682.50149758035,9710.218532968285,9638.800812408175,9678.696836419922,55948.760750336,32042.59651803154,23906.164232304458
2025-02-20 19:15:00,9687.683914572988,9728.741111956693,9650.46439631919,9745.730994139234,17386.419862053208,9991.743626678592,7394.676235374616
2025-02-20 19:30:00,9674.16923946721,9737.038175078955,9632.344526313358,9674.862704339293,68570.66834850107,45417.386220471744,23153.28212802933
2025-02-20 19:45:00,9679.575202799904,9681.96579630249,9584.786814085975,9659.171514361122,7285.974572049049,3272.6619853255615,4013.3125867234876
2025-02-20 20:00:00,9584.34904642205,9662.00710967133,9575.854152751823,9634.429960767073,9657.458897109696,5156.741178061647,4500.71771904805
2025-02-20 20:15:00,9574.780421083087,9626.15660456575,9486.478840320584,9580.563120849136,11984.98957175795,3653.9239402397857,8331.065631518164
2025-02-20 20:30:00,9592.834271414362,9619.523185084465,9546.765959380598,9556.860054994053,12978.147907927543,5617.3330162143575,7360.814891713186
2025-02-20 20:45:00,9664.679518051082,9670.633732387127,9604.396829004856,9720.49292438491,7657.511628173867,2487.906311188854,5169.605316985013
2025-02-20 21:00:00,9640.601408186061,9656.267232716571,9560.566777415794,9649.936487584624,74838.15048002827,38073.8483709041,36764.30210912417
2025-02-20 21:15:00,9602.593645494073,9688.540109949354,9567.979845562631,9602.734129839288,17003.008868302644,10660.530520867947,6342.478347434697
2025-02-20 21:30:00,9579.463059867088,9645.180496980767,9538.230952180227,9587.98439418493,31335.438871623403,11988.220605368544,19347.21826625486
2025-02-20 21:45:00,9624.26631003033,9648.317517234014,9584.853160899518,9572.744322349132,12452.150695324926,6362.755361471556,6089.39533385337
2025-02-20 22:00:00,9641.048677806748,9647.373279488113,9604.920677513233,9615.61299910093,3566.702218198736,1361.0658880094816,2205.6363301892543
2025-02-20 22:15:00,9616.475563114114,9682.8884158649,9527.472262068486,9616.647823129002,28855.54222650814,10049.675140028345,18805.867086479797
2025-02-20 22:30:00,9642.11632930981,9697.308548125578,9562.18994491256,9632.731479347205,3254.340831399716,1641.485339302393,1612.8554920973231
2025-02-20 22:45:00,9647.760706061632,9686.787781790661,9637.24464787002,9709.141128826708,20565.412810529593,6820.713468444989,13744.699342084605
2025-02-20 23:00:00,9695.45175752117,9730.705530162217,9684.968710043138,9705.990997305757,5606.51706209822,2999.160623020483,2607.356439077737
2025-02-20 23:15:00,9662.38769318239,9683.337129096826,9621.045281836356,9703.689758887067,160697.0186417423,50223.440193543785,110473.5784481985
2025-02-20 23:30:00,9647.52393848767,9712.124844756936,9638.005944450288,9647.977148028574,54795.46544589761,18777.638255198683,36017.827190698925
2025-02-20 23:45:00,9629.574326912425,9723.04552611641,9569.95829715051,9680.4323692369,24483.477744723983,12731.383801650745,11752.093943073238
2025-02-21 00:00:00,9560.072154487189,9576.870658775622,9546.335133153025,9579.074124668441,77940.94298321231,41820.22347440503,36120.719508807284
2025-02-21 00:15:00,9575.182817778357,9632.357825780182,9525.16462276234,9575.825335783846,9449.187354282632,2944.3173795973553,6504.869974685277
2025-02-21 00:30:00,9588.638595843471,9629.31216781653,9587.946301218473,9588.001762146148,37929.30755575316,20077.906081702346,17851.401474050817
2025-02-21 00:45:00,9589.842615141657,9632.679360536558,9559.4815236036,9544.078034081946,26898.0866207162,17091.071409352644,9807.015211363556
2025-02-21 01:00:00,9579.553330960147,9603.899505199175,9514.68148443361,9603.833461836886,28681.858140455544,16891.50549401719,11790.352646438354
2025-02-21 01:15:00,9512.71818876048,9591.210944159331,9466.672928452743,9510.805907212987,78617.80662150915,27710.736039119914,50907.070582389235
2025-02-21 01:30:00,9493.662058514921,9539.730585692667,9400.788459492607,9469.833348384662,45820.73985108063,24605.272633073422,21215.46721800721
2025-02-21 01:45:00,9478.34334570851,9529.849218140535,9395.492786719484,9530.780468521798,29399.227069408946,16725.249679886547,12673.977389522399
2025-02-21 02:00:00,9441.26988296238,9470.043183237354,9407.369041642061,9382.251748399993,4209.556445538617,1325.5576717861882,2883.9987737524284
2025-02-21 02:15:00,9434.600300290154,9451.753202337923,9430.30882691182,9414.669900780564,8433.386620977613,5415.407020437627,3017.9796005399867
2025-02-21 02:30:00,9454.604051995357,9462.726539039466,9374.653433559943,9503.187421227969,19482.873301652242,12907.539142022031,6575.334159630211
2025-02-21 02:45:00,9544.715216722563,9612.875855031953,9457.740496845961,9559.773099799695,24182.206528279672,15480.98696524034,8701.219563039333
2025-02-21 03:00:00,9554.001165777427,9572.749391337538,9475.598415043483,9551.71494452449,7113.831562519012,4480.66521452664,2633.166347992372
2025-02-21 03:15:00,9567.259749560064,9633.281051163001,9555.018446362861,9579.26683003695,245653.35019303163,146897.2837695635,98756.06642346812
2025-02-21 03:30:00,9564.655258467876,9601.993419742526,9469.208116089265,9573.235431940706,100347.46128038263,55529.556877243034,44817.9044031396
2025-02-21 03:45:00,9473.84979802269,9513.239678166476,9449.351917271393,9402.006632233692,40219.94598722435,22983.720390607035,17236.225596617318
2025-02-21 04:00:00,9473.541240634646,9517.988964218772,9404.933389553044,9456.997506261518,23671.731731566102,14737.028740839138,8934.702990726964
2025-02-21 04:15:00,9477.34156164775,9512.190552914239,9391.283994918529,9553.943200955884,17814.91007115649,10065.413204541528,7749.496866614962
2025-02-21 04:30:00,9595.014230049204,9604.668731181984,9572.40001789078,9563.383107772195,8502.211116284967,3665.224844568908,4836.9862717160595
2025-02-21 04:45:00,9586.745200500305,9616.428813184975,9499.672767101669,9571.48784690391,23800.943899568134,10719.574810255315,13081.369089312819
2025-02-21 05:00:00,9602.158162704556,9665.890985798604,9572.441251985829,9576.154521537059,28502.65557946464,18778.20469624017,9724.450883224472
2025-02-21 05:15:00,9601.45183900674,9665.376807665394,9507.701993709841,9597.274476626993,6362.899346316276,1952.4482473054156,4410.45109901086
2025-02-21 05:30:00,9546.306954723097,9573.630805671257,9519.45700983666,9518.473607022454,30766.33701658486,17829.960911650378,12936.376104934483
2025-02-21 05:45:00,9601.810272329674,9645.988453589749,9510.263173368006,9625.178270106626,18858.913600761265,12860.101027881758,5998.812572879508
2025-02-21 06:00:00,9638.870044943687,9657.516171857304,9633.708945628123,9648.379436639638,3268.8464763224833,1904.0745288354644,1364.771947487019
2025-02-21 06:15:00,9677.957202642914,9698.31692265968,9609.314160903185,9715.389006208976,9317.17722751735,6499.334825419065,2817.8424020982848
2025-02-21 06:30:00,9634.919934022559,9637.140502537659,9583.651452317345,9584.291264064565,14565.259218303574,8375.285674788744,6189.97354351483
2025-02-21 06:45:00,9703.462480364818,9790.477945379083,9657.09185748395,9686.950074833801,145464.54476965833,45638.80439167236,99825.74037798596
2025-02-21 07:00:00,9636.418780658532,9656.723357303908,9614.881932585879,9625.542991626098,38428.441348273125,24240.81269700638,14187.628651266747
2025-02-21 07:15:00,9665.658426137896,9687.651073486322,9597.45794722889,9687.679063117104,5793.65383373667,2397.7150223223475,3395.9388114143226
2025-02-21 07:30:00,9772.485971363965,9799.809982144943,9753.839140580343,9733.727256254493,35811.927576161725,17133.24589697595,18678.681679185775
2025-02-21 07:45:00,9725.06320825377,9737.453723758568,9671.298994152607,9769.587163870221,4687.69378892583,1991.5046709863852,2696.1891179394443
2025-02-21 08:00:00,9698.499308499207,9760.498214804045,9673.938308715942,9756.031562420345,65035.662605269135,26496.93647866567,38538.72612660346
2025-02-21 08:15:00,9704.301501907024,9711.593600640814,9611.565121996358,9656.319924865253,13751.117165333279,6498.25930038249,7252.857864950788
2025-02-21 08:30:00,9680.842534325147,9693.834459895046,9678.070793534222,9657.082218325982,20057.607982509944,9056.021625005327,11001.586357504617
2025-02-21 08:45:00,9606.751976079142,9668.692155651739,9587.564575582766,9581.201305737022,82933.6896458151,45890.14904864611,37043.54059716899
2025-02-21 09:00:00,9611.005988745268,9643.65079132115,9587.717501854006,9737.505386634497,6080.4648730207155,3801.8743875298806,2278.590485490835
2025-02-21 09:15:00,9560.918052571702,9628.604364137564,9521.329367067976,9540.36685418828,5447.335205094402,2281.537153344696,3165.7980517497062
2025-02-21 09:30:00,9584.514036475066,9637.94048937076,9562.207973775909,9664.910159466532,12288.273021092293,4736.987456831504,7551.285564260789
2025-02-21 09:45:00,9541.411315486268,9565.8393486628,9494.529677788823,9480.984031232932,62216.707440042584,35261.82341636799,26954.884023674596
2025-02-21 10:00:00,9616.308264969297,9678.893886962931,9532.409290747179,9568.72432114249,4820.601175734204,2738.718631705099,2081.882544029105
2025-02-21 10:15:00,9579.609870252507,9590.74843520635,9511.396972452736,9546.722852501242,1297.0456779964934,856.6370550884491,440.4086229080443
2025-02-21 10:30:00,9565.14171284217,9616.450126146176,9509.667527523381,9524.696022297061,14028.42828602015,4298.0056533586985,9730.422632661452
2025-02-21 10:45:00,9605.005264363344,9646.993362865984,9596.456504432657,9592.139420603802,38243.95547275026,24522.64628119676,13721.3091915535
2025-02-21 11:00:00,9546.853473694455,9572.42697214077,9480.599063987527,9513.0204654608,73149.58621287467,37189.31321073474,35960.273002139926
2025-02-21 11:15:00,9558.665792375832,9616.400611478997,9542.758807107775,9519.506730102119,13861.058461680279,7603.079370655505,6257.979091024774
2025-02-21 11:30:00,9622.094362610627,9705.934903078734,9546.429350696599,9677.828996943168,14597.030445774415,4912.60981363202,9684.420632142395
2025-02-21 11:45:00,9545.719795200574,9641.072438861045,9521.850077704234,9604.129750238893,69835.70802684537,33035.50046409581,36800.207562749565
2025-02-21 12:00:00,9555.486682571373,9613.561373000277,9515.635646876835,9600.841632811558,3395.676556161659,1327.4411490160837,2068.235407145575
2025-02-21 12:15:00,9568.858764136981,9607.584497661705,9535.322765466793,9593.92912412969,14935.24634241247,5999.339282999538,8935.907059412933
2025-02-21 12:30:00,9607.22141320644,9628.857557962472,9524.7132588962,9611.676429043859,26646.78781142489,13367.042566446666,13279.745244978223
2025-02-21 12:45:00,9548.763838564617,9573.31333697914,9536.680407051284,9525.033695136179,34517.39646473199,21572.764599497536,12944.631865234453
2025-02-21 13:00:00,9486.67507316141,9532.159409060576,9433.0141811016,9441.463595455627,13229.3524033827,7904.70173533564,5324.65066804706
2025-02-21 13:15:00,9512.38119086965,9547.318045844535,9498.867749053541,9529.645958378149,22798.294549990824,12229.004823506886,10569.289726483938
2025-02-21 13:30:00,9527.457586086937,9614.52087714553,9460.308461730936,9471.549017153277,1829.2707087324568,943.4779725242632,885.7927362081936
2025-02-21 13:45:00,9540.343131881988,9575.479783235513,9453.99557287878,9492.931398330527,11404.366503462705,5370.571841515052,6033.7946619476525
2025-02-21 14:00:00,9557.823340175313,9593.516514470433,9516.2843083958,9612.920046322071,34665.79387842146,23887.64354231196,10778.150336109498
2025-02-21 14:15:00,9526.281341730335,9562.81791842743,9479.784299810282,9616.811929247007,8247.834547179731,4322.500564908305,3925.333982271426
2025-02-21 14:30:00,9538.296540173573,9618.095856753464,9449.836199848558,9557.053368451776,23364.76089444617,9382.97393704935,13981.786957396822
2025-02-21 14:45:00,9553.227430618015,9615.39871900042,9503.455938366407,9606.078614708538,34436.50597272095,13500.360965558251,20936.1450071627
2025-02-21 15:00:00,9520.060945552126,9578.530194411082,9473.641277080247,9508.358490724986,15637.8697431612,8515.464547887756,7122.405195273444
2025-02-21 15:15:00,9609.82438693046,9641.934944582732,9554.247975782067,9545.550316854296,26120.18774094875,13298.59759008361,12821.59015086514
2025-02-21 15:30:00,9633.552625162696,9712.345854461251,9567.155315801901,9663.039562680662,8410.762668083504,2549.1265579121555,5861.636110171348
2025-02-21 15:45:00,9577.133555761002,9580.807714000184,9566.897192180011,9604.394355165132,17914.91204768607,11322.692868992695,6592.2191786933745
2025-02-21 16:00:00,9609.530777098593,9693.210299380527,9530.625908221275,9612.974282969904,40546.963326061246,23584.098307467342,16962.865018593904
2025-02-21 16:15:00,9563.660562636685,9612.698222588237,9522.010340077837,9552.070579586532,25770.171559759587,14553.233203239297,11216.93835652029
2025-02-21 16:30:00,9602.2539786143,9640.494977636314,9595.3068909442,9648.450930396526,12252.29726755282,4012.7776060136507,8239.519661539169
2025-02-21 16:45:00,9658.839849052805,9706.860440479219,9582.903724113941,9611.23466153382,27562.637043890805,12260.476708335918,15302.160335554887
2025-02-21 17:00:00,9620.171537638167,9684.37805654436,9583.90830375087,9582.952028131062,45008.641814469476,30342.70659751311,14665.935216956364
2025-02-21 17:15:00,9667.472772884912,9668.706867017872,9657.769772623771,9618.74356185354,2835.741464358188,1829.1544706598472,1006.5869936983406
2025-02-21 17:30:00,9688.392262023825,9772.83162464445,9626.989262598388,9692.508518992234,70197.92737152541,29077.18717706462,41120.740194460785
2025-02-21 17:45:00,9729.183307715071,9772.647415040634,9643.553714990838,9676.261755045105,15736.612161977373,5709.613546857652,10026.99861511972
2025-02-21 18:00:00,9822.427459170982,9856.115096777765,9735.228514692548,9788.822863257903,33707.981674582916,16167.533954580582,17540.447720002332
2025-02-21 18:15:00,9811.358167072995,9824.921934667449,9717.39837352425,9776.73606407592,72929.38503254339,32259.011786614836,40670.37324592855
2025-02-21 18:30:00,9775.363425529767,9818.32276300267,9690.54206337441,9762.62571972834,5587.718273512349,3201.150998770579,2386.56727474177
2025-02-21 18:45:00,9732.864327763109,9781.170749720011,9732.655954987848,9660.48225930595,10835.239278469666,7439.192749263297,3396.046529206369
2025-02-21 19:00:00,9694.136760092073,9733.266822683863,9657.27566140179,9698.363645686932,16505.539059412473,7348.275562347953,9157.26349706452
2025-02-21 19:15:00,9691.369001190596,9757.140455147186,9612.04101934009,9751.809400866216,10059.23582335735,3268.141797656087,6791.0940257012635
2025-02-21 19:30:00,9708.86928645788,9749.733580266353,9673.310260847766,9715.44662657421,124858.5250651348,82287.46198331397,42571.06308182083
2025-02-21 19:45:00,9723.271947403831,9816.753193047996,9664.781750232987,9798.205370649766,9350.900297717324,2947.215746834517,6403.684550882806
2025-02-21 20:00:00,9764.458913002143,9822.975120004887,9705.25534379319,9829.587765382215,12637.87100686378,8607.7343052442,4030.13670161958
2025-02-21 20:15:00,9766.070141088609,9844.929002658188,9730.421513863455,9804.047216201636,27021.524513805227,15289.637076268336,11731.88743753689
2025-02-21 20:30:00,9838.02332685262,9848.781786109821,9749.040970901387,9841.697132162859,6619.9988414528225,4479.592239993578,2140.4066014592445
2025-02-21 20:45:00,9825.988628690277,9865.026425957918,9776.54146869629,9827.09407148548,14828.692839259307,5632.884718057976,9195.808121201331
2025-02-21 21:00:00,9960.612984048264,9994.165079935077,9914.317628083849,9998.652553697337,30256.104999150397,9569.39841120237,20686.70658794803
2025-02-21 21:15:00,9992.769196885885,10049.676257549288,9893.08995057468,9973.199826875998,15790.11824177029,7820.592786050251,7969.525455720039
2025-02-21 21:30:00,9950.9415856724,10036.63048904004,9901.833652718455,9857.277315514057,20062.609566179497,9635.055521013473,10427.554045166024
2025-02-21 21:45:00,9898.654736367263,9906.409166070147,9880.99570935314,9923.005627669554,12973.54921035559,5612.3172910766225,7361.231919278967
2025-02-21 22:00:00,9923.523741132469,9930.725718446514,9872.609175146124,9867.402809122419,4844.162694024551,3308.8663149772874,1535.2963790472631
2025-02-21 22:15:00,9913.428402229378,9997.72403941906,9832.731435971446,9865.737811336885,30381.62340442929,19111.058688984212,11270.564715445078
2025-02-21 22:30:00,9949.810708956293,9970.988889610959,9872.514576956935,9949.821850157126,127380.38821940536,71923.1463545424,55457.241864862954
2025-02-21 22:45:00,9974.348813951503,10041.05259625498,9895.692918016368,9969.604770403488,22435.5409676182,8192.187839868177,14243.353127750022
2025-02-21 23:00:00,9971.714143939995,10025.848399448974,9901.112036128616,9901.310072460945,27591.52990891561,16381.901484945993,11209.628423969618
2025-02-21 23:15:00,9930.491390877078,10013.20181761252,9905.246311247536,9938.708453641513,44034.238371823514,26015.647403359926,18018.590968463588
2025-02-21 23:30:00,9856.26855339998,9868.597652283976,9771.299230743443,9903.881213187666,6189.870864172176,2909.4081005126945,3280.4627636594814
2025-02-21 23:45:00,9835.249323851913,9848.013802110621,9747.376931464494,9779.761720521761,120875.29316743891,80976.0951317509,39899.19803568801
2025-02-22 00:00:00,9878.347327098387,9933.35177870773,9859.168249381479,9941.197488648722,26965.911126379815,9890.857630817387,17075.053495562428
2025-02-22 00:15:00,9889.909623656482,9983.505617171204,9877.007679102582,9812.759881366479,112629.26903900677,45832.794408140275,66796.47463086649
2025-02-22 00:30:00,9829.29739493812,9870.088758790707,9733.402281175702,9933.356438420644,10582.606165028981,3442.4131624421498,7140.193002586831
2025-02-22 00:45:00,9838.791558794223,9870.958710556226,9753.358973955603,9818.560030534689,135681.01374126162,83875.34107717568,51805.67266408594
2025-02-22 01:00:00,9858.730724865765,9918.542591576357,9770.668978375172,9865.908718669165,47817.90806529261,26237.865684804776,21580.042380487837
2025-02-22 01:15:00,9816.148035624865,9907.482247649765,9729.140017557314,9723.285627445408,38293.67760107733,16312.192292060205,21981.485309017127
2025-02-22 01:30:00,9824.674592412195,9906.900028562506,9771.455624640908,9821.622259244628,27834.30284595936,10174.14650290392,17660.156343055438
2025-02-22 01:45:00,9828.516468457303,9926.357739079012,9764.98476731671,9839.744672689563,17179.487809769056,5429.733593249979,11749.754216519077
2025-02-22 02:00:00,9773.33080812822,9775.536510423295,9720.030692484555,9769.120354395776,73169.33258989832,26831.06456444264,46338.268025455676
